Que confirme la nouvelle Constitution adoptée en 1946?,La prédominance du pouvoir exécutif sur le pouvoir législatif,La prédominance du pouvoir législatif sur le pouvoir exécutif,Le pouvoir absolu du président,L'égalité entre les pouvoirs législatif et judiciaire,b,Une nouvelle Constitution confirme la prédominance du pouvoir législatif sur le pouvoir exécutif.,fr,Système institutionnel et politique,CSP
"Sous la IVème République, qui détient le pouvoir législatif?",Le président de la République,Les juges,Le président du Conseil,Le Parlement,d,...le pouvoir législatif (détenu par le Parlement),fr,Système institutionnel et politique,CR
"Sous la IVème République, qui détient le pouvoir exécutif?",Le président de la République,L'Assemblée nationale,Le Parlement,Le président du Conseil des ministres,d,...le pouvoir exécutif (détenu par le président du Conseil des ministres).,fr,Système institutionnel et politique,Naturalisation
Quelle est l'une des causes de l'affaiblissement de la IVème République?,Un pouvoir exécutif trop fort,La paix internationale,L'absence de Constitution,L'absence de majorité au Parlement et le déséquilibre des pouvoirs,d,"Le déséquilibre des pouvoirs, l'absence de majorité au Parlement affaiblissent le régime.",fr,Système institutionnel et politique,CSP
Comment se caractérise la situation gouvernementale sous la IVème République?,Une dictature,Une forte instabilité gouvernementale,Un parti unique au pouvoir,Une très grande stabilité,b,...et l'instabilité gouvernementale affaiblissent le régime.,fr,Système institutionnel et politique,CR
À quelle date la IVème République s'effondre-t-elle?,27-oct-46,21-avr-44,04-oct-58,25-août-44,c,Il s'effondre le 4 octobre 1958.,fr,"Histoire, géographie et culture",Naturalisation
Dans quel contexte la IVème République s'effondre-t-elle en 1958?,En pleine guerre d'Algérie,La Seconde Guerre mondiale,La crise économique de 1929,La guerre d'Indochine,a,Il s'effondre en pleine guerre d'Algérie.,fr,"Histoire, géographie et culture",CSP
Qui sont les deux présidents de la IVème République mentionnés?,Vincent Auriol et René Coty,François Mitterrand et Jacques Chirac,Pierre-Henri Teitgen et Georges Bidault,Charles de Gaulle et Georges Pompidou,a,Vincent Auriol et René Coty sont les deux présidents de la IVème République.,fr,"Histoire, géographie et culture",CR
Quelles sont les dates de la présidence de Vincent Auriol?,1958-1969,1954-1958,1947-1954,1944-1946,c,Vincent Auriol (1947-1954),fr,"Histoire, géographie et culture",Naturalisation
Pendant quelle période René Coty a-t-il été président de la République?,1944-1946,1958-1962,1954-1958,1947-1954,c,René Coty (1954-1958),fr,"Histoire, géographie et culture",CSP
La période de la IVème République est connue pour ses nombreux changements de :,Constitution,Présidents de la République (plus de 10),Capitales,Gouvernement,d,Cette période se caractérise par de nombreux changements de gouvernement.,fr,Système institutionnel et politique,CR
Que garantit pour la première fois la Constitution de la IVème République concernant les droits civiques?,L'égalité entre les femmes et les hommes,L'abolition de la peine de mort,La liberté religieuse,Le droit de grève absolu,a,La Constitution garantit pour la première fois l'égalité entre les femmes et les hommes,fr,Droits et devoirs,Naturalisation
À quelle date précise le droit de vote a-t-il été accordé aux femmes sur la IVème République?,25-août-44,04-oct-58,27-oct-46,21-avr-44,d,...droit de vote accordé aux femmes depuis le 21 avril 1944.,fr,Droits et devoirs,CSP
"Sous la IVème République, qu'est-ce qui se développe et améliore les droits sociaux des citoyens?",L'agriculture privée,L'armée,Le libre-échange,La protection sociale,d,"La protection sociale se développe, ce qui améliore les droits sociaux",fr,Droits et devoirs,CR
La IVème République pose les bases d'un modèle que l'on conserve aujourd'hui. Lequel?,La monarchie constitutionnelle,L'État policier,L'empire centralisé,L'État-providence,d,La IVème République pose les bases de l'État-providence,fr,Principes et valeurs de la République,Naturalisation
En quoi consiste l'État-providence développé sous la IVème République?,À élargir la sécurité sociale et développer les services publics,À donner le pouvoir à l'Église,À supprimer les impôts,À privatiser toutes les entreprises,a,...elle élargit la sécurité sociale et développe les services publics,fr,Système institutionnel et politique,CSP
Quel rôle l'État adopte-t-il vis-à-vis de l'économie sous la IVème République?,Il interdit les entreprises,Il laisse les pays étrangers gérer l'économie,Il s'en désintéresse totalement,Il devient un acteur central de la reconstruction et du développement économique,d,L'État devient un acteur central de la reconstruction et du développement économique.,fr,Système institutionnel et politique,CR
Dans quels secteurs clés l'État intervient-il directement sous la IVème République?,"Planification, nationalisations, entreprises publiques",La restauration,La vente au détail uniquement,Uniquement le tourisme,a,"Il intervient directement dans des secteurs clés (planification, nationalisations, entreprises publiques).",fr,Système institutionnel et politique,Naturalisation
L'objectif commun des deux fiches présentées est de comprendre :,Comment voter aux élections présidentielles,L'histoire militaire de la France,L'histoire de la Révolution française,L'apport des différents régimes politiques à notre système actuel,d,Objectifs : Comprendre l'apport des différents régimes politiques à notre système actuel.,fr,Système institutionnel et politique,CSP
La période 1946-1958 correspond à :,La IIIème République,La IVème République,Le Gouvernement provisoire,La Vème République,b,La IVème République (1946-1958).,fr,"Histoire, géographie et culture",CR
Le 25 août 1944 marque :,L'élection de René Coty,La mise en place du GPRF après la Libération,La création de la sécurité sociale,La fin de la IVème République,b,"Le GPRF est mis en place après la Libération, le 25 août 1944.",fr,"Histoire, géographie et culture",Naturalisation
Le président du Conseil des ministres sous la IVème République détenait :,Le pouvoir exécutif,Le pouvoir judiciaire,Le pouvoir législatif,Aucun pouvoir,a,...le pouvoir exécutif (détenu par le président du Conseil des ministres).,fr,Système institutionnel et politique,CSP
L'instabilité gouvernementale de la IVème République s'explique notamment par :,Une dictature militaire,La richesse économique excessive,L'absence de majorité au Parlement,Un président trop puissant,c,"Le déséquilibre des pouvoirs, l'absence de majorité au Parlement affaiblissent le régime.",fr,Système institutionnel et politique,CR
L'égalité sociale en France a été fortement renforcée après-guerre par :,Le suffrage censitaire,La préparation puis l'élargissement de la sécurité sociale,L'abolition de la monnaie,La création de l'armée de métier,b,La sécurité sociale mise en place pour renforcer la protection et l'égalité sociale.,fr,Droits et devoirs,Naturalisation
L'institution de la sécurité sociale fait de la France un :,État-providence,État fédéral,État libéral pur,État policier,a,La IVème République pose les bases de l'État-providence : elle élargit la sécurité sociale,fr,Système institutionnel et politique,CSP
Les nationalisations d'entreprises sous le GPRF et la IVe République prouvent que l'État :,Refuse de s'impliquer dans l'économie,Veut supprimer les travailleurs,Intervient directement dans l'économie,Laisse les entreprises étrangères diriger,c,"Il intervient directement dans des secteurs clés (planification, nationalisations).",fr,Système institutionnel et politique,CR
Sous quel régime la Constitution a-t-elle garanti pour la première fois l'égalité hommes-femmes?,Le Second Empire,Le régime de Vichy,La IVème République,La IIIème République,c,(Fiche IVème Rép) La Constitution garantit pour la première fois l'égalité entre les femmes et les hommes.,fr,Droits et devoirs,Naturalisation
"Pendant la Seconde Guerre mondiale, avant 1944, quel régime dirigeait la France avant le GPRF?",La IVème République,Le Premier Empire,Le régime de Vichy,Le Consulat,c,Il [le GPRF] met fin au régime de Vichy.,fr,"Histoire, géographie et culture",CSP
Le développement des entreprises publiques sous la IVème République fait partie de l'action de :,Des pays voisins,Secteur privé exclusivement,L'Église,L'État en tant qu'acteur central économique,d,"L'État devient un acteur central (planification, nationalisations, entreprises publiques).",fr,Système institutionnel et politique,CR
Le général de Gaulle a dirigé le GPRF pendant environ :,3 mois,Un an et demi (août 1944 - janvier 1946),10 ans,Il n'a jamais dirigé le GPRF,b,Le GPRF est mis en place le 25 août 1944 de Gaulle le dirige jusqu'en janvier 1946.,fr,"Histoire, géographie et culture",Naturalisation
L'un des apports majeurs du GPRF est d'avoir posé les bases d'un :,Système féodal,Système politique moderne et stable,Régime d'instabilité totale,Régime monarchique,b,...et pose les bases d'un système politique moderne et stable.,fr,Principes et valeurs de la République,CSP
Quel pouvoir est dominant dans le système politique de la IVème République?,Le pouvoir militaire,Le pouvoir exécutif,Le pouvoir législatif,Le pouvoir judiciaire,c,Une nouvelle Constitution confirme la prédominance du pouvoir législatif,fr,Système institutionnel et politique,CR
La planification économique de l'après-guerre a été mise en œuvre par :,L'État,Le président du Parlement uniquement,Les entreprises privées,Les syndicats seuls,a,L'État devient un acteur central (planification).,fr,Système institutionnel et politique,Naturalisation
La Libération a permis la mise en place de quel gouvernement?,Le Gouvernement provisoire de la République française,La Vème République,Le régime de Vichy,La Restauration,a,Le Gouvernement provisoire (GPRF) est mis en place après la Libération.,fr,"Histoire, géographie et culture",CSP
Le Parlement sous la IVème République détenait :,Le pouvoir législatif,Les forces armées,La cour suprême,L'exécutif,a,...pouvoir législatif (détenu par le Parlement).,fr,Système institutionnel et politique,CR
Les négociations de paix post-Seconde Guerre mondiale ont été gérées pour la France par :,Le GPRF,L'ONU,Le régime de Vichy,La Vème République,a,Le GPRF représente la France dans les négociations de paix.,fr,"Histoire, géographie et culture",Naturalisation
La guerre d'Algérie a joué un rôle clé dans :,L'élection de Vincent Auriol,L'effondrement de la IVème République,La création du GPRF,L'instauration du droit de vote des femmes,b,Il [le régime de la IVe Rép] s'effondre en pleine guerre d'Algérie.,fr,"Histoire, géographie et culture",CSP
Que signifie 'prédominance' dans le contexte de la Constitution de 1946?,L'égalité absolue,La séparation stricte sans contact,L'absence de pouvoir,Le fait qu'un pouvoir a plus d'autorité ou d'importance qu'un autre,d,Prédominance du pouvoir législatif sur le pouvoir exécutif (le législatif est plus fort).,fr,Système institutionnel et politique,CR
Quel ministre des Affaires étrangères du GPRF est cité?,Charles de Gaulle,Pierre-Henri Teitgen,René Coty,Georges Bidault,d,...du ministre des Affaires étrangères Georges Bidault,fr,"Histoire, géographie et culture",Naturalisation
Le 4 octobre 1958 correspond à :,La naissance de la IVème République,Le début du GPRF,La chute de la IVème République,La fin de la guerre d'Algérie,c,Il [le régime] s'effondre le 4 octobre 1958.,fr,"Histoire, géographie et culture",CSP
Les citoyens ont retrouvé leurs droits civiques en France :,En 1947,Sous le régime de Vichy,En 1958,Grâce à la Libération et au GPRF,d,(Sous le GPRF) La démocratie est rétablie et les citoyens retrouvent leurs droits civiques.,fr,Droits et devoirs,CR
Le modèle de services publics et de sécurité sociale actuel vient en grande partie de :,La Révolution française,L'Ancien Régime,La IVème République (et le GPRF qui l'a préparé),L'Empire de Napoléon,c,La IVème République pose les bases de l'État-providence un modèle que l'on conserve toujours aujourd'hui.,fr,Principes et valeurs de la République,Naturalisation
